index,time,flow,concentration,segment
253,06/06/19 16:30,345.0,3.3,1
254,06/06/19 16:45,345.0,3.1,1
255,06/06/19 17:00,345.0,3.2,1
256,06/06/19 17:15,345.0,3.2,1
257,06/06/19 17:30,345.0,3.2,1
258,06/06/19 17:45,345.0,3.3,1
259,06/06/19 18:00,341.0,3.3,1
260,06/06/19 18:15,341.0,3.3,1
261,06/06/19 18:30,341.0,3.3,1
262,06/06/19 18:45,341.0,3.4,1
263,06/06/19 19:00,341.0,3.3,1
264,06/06/19 19:15,341.0,3.3,1
265,06/06/19 19:30,341.0,3.2,1
266,06/06/19 19:45,341.0,3.3,1
267,06/06/19 20:00,337.0,3.5,1
268,06/06/19 20:30,341.0,3.4,1
269,06/06/19 20:45,345.0,3.6,1
270,06/06/19 21:00,345.0,3.6,1
271,06/06/19 21:15,348.0,3.5,1
272,06/06/19 21:30,352.0,3.6,1
273,06/06/19 21:45,356.0,3.6,1
274,06/06/19 22:00,356.0,3.6,1
275,06/06/19 22:15,360.0,3.6,1
276,06/06/19 22:30,360.0,3.8,1
277,06/06/19 22:45,360.0,3.8,1
278,06/06/19 23:00,360.0,3.7,1
279,06/06/19 23:15,360.0,3.8,1
280,06/06/19 23:30,360.0,3.8,1
281,06/06/19 23:45,360.0,3.8,1
282,06/07/19 00:00,360.0,3.8,1
283,06/07/19 00:15,360.0,3.7,1
284,06/07/19 00:30,360.0,3.9,1
285,06/07/19 00:45,360.0,3.7,1
286,06/07/19 01:00,360.0,4.1,1
287,06/07/19 01:15,360.0,3.9,1
288,06/07/19 01:30,360.0,4.1,1
289,06/07/19 01:45,360.0,4.0,1
290,06/07/19 02:00,360.0,3.9,1
291,06/07/19 02:15,360.0,4.0,1
292,06/07/19 02:30,360.0,4.2,1
293,06/07/19 02:45,360.0,3.9,1
294,06/07/19 03:00,360.0,4.0,1
295,06/07/19 03:15,360.0,4.1,1
296,06/07/19 03:30,360.0,4.0,1
297,06/07/19 03:45,360.0,4.1,1
298,06/07/19 04:00,360.0,4.0,1
299,06/07/19 04:15,360.0,4.0,1
300,06/07/19 04:30,360.0,4.1,1
301,06/07/19 04:45,360.0,4.2,1
302,06/07/19 05:00,360.0,4.0,1
303,06/07/19 05:15,360.0,4.0,1
304,06/07/19 05:30,360.0,4.0,1
305,06/07/19 05:45,360.0,3.8,1
306,06/07/19 06:00,360.0,3.9,1
307,06/07/19 06:15,360.0,3.7,1
308,06/07/19 06:30,360.0,3.8,1
309,06/07/19 06:45,356.0,3.8,1
310,06/07/19 07:00,356.0,3.8,1
311,06/07/19 07:15,356.0,3.6,1
312,06/07/19 07:30,356.0,3.4,1
313,06/07/19 07:45,356.0,3.4,1
314,06/07/19 08:00,356.0,3.4,1
315,06/07/19 08:15,356.0,3.4,1
316,06/07/19 08:30,356.0,3.4,1
317,06/07/19 08:45,356.0,3.4,1
318,06/07/19 09:00,356.0,3.4,1
319,06/07/19 09:15,356.0,3.2,1
320,06/07/19 09:30,356.0,3.3,1
321,06/07/19 09:45,356.0,3.2,1
322,06/07/19 10:00,356.0,3.2,1
323,06/07/19 10:15,356.0,3.2,1
324,06/07/19 10:30,356.0,3.1,1
325,06/07/19 10:45,356.0,3.0,1
326,06/07/19 11:00,356.0,3.1,1
327,06/07/19 11:15,356.0,3.1,1
328,06/07/19 11:30,356.0,3.1,1
329,06/07/19 11:45,356.0,3.0,1
330,06/07/19 12:00,356.0,2.9,1
331,06/07/19 12:15,356.0,2.9,1
332,06/07/19 12:30,356.0,3.1,1
333,06/07/19 12:45,356.0,3.0,1
334,06/07/19 13:00,356.0,2.9,1
335,06/07/19 13:15,356.0,2.9,1
336,06/07/19 13:30,356.0,2.9,1
337,06/07/19 13:45,356.0,3.0,1
338,06/07/19 14:00,356.0,3.1,1
339,06/07/19 14:15,356.0,3.1,1
340,06/07/19 14:30,352.0,3.0,1
341,06/07/19 14:45,352.0,2.8,1
342,06/07/19 15:00,352.0,3.0,1
343,06/07/19 15:15,352.0,3.1,1
344,06/07/19 15:30,352.0,3.0,1
345,06/07/19 15:45,352.0,2.9,1
346,06/07/19 16:00,352.0,3.0,1
347,06/07/19 16:15,352.0,3.0,1
348,06/07/19 16:30,352.0,3.0,1
349,06/07/19 16:45,352.0,3.1,1
350,06/07/19 17:00,352.0,3.2,1
351,06/07/19 17:15,348.0,3.1,1
352,06/07/19 17:30,348.0,2.9,1
353,06/07/19 17:45,348.0,3.1,1
354,06/07/19 18:00,348.0,3.0,1
355,06/07/19 18:15,348.0,2.9,1
356,06/07/19 18:30,348.0,3.1,1
357,06/07/19 18:45,348.0,3.2,1
358,06/07/19 19:00,348.0,3.1,1
359,06/07/19 19:15,348.0,3.2,1
360,06/07/19 19:30,348.0,3.1,1
361,06/07/19 19:45,345.0,3.2,1
362,06/07/19 20:00,345.0,3.3,1
363,06/07/19 20:30,345.0,3.5,1
364,06/07/19 20:45,345.0,3.2,1
365,06/07/19 21:00,345.0,3.5,1
366,06/07/19 21:15,345.0,3.4,1
367,06/07/19 21:30,345.0,3.6,1
368,06/07/19 21:45,345.0,3.5,1
369,06/07/19 22:00,345.0,3.4,1
370,06/07/19 22:15,345.0,3.4,1
371,06/07/19 22:30,345.0,3.4,1
372,06/07/19 22:45,345.0,3.5,1
373,06/07/19 23:00,345.0,3.3,1
374,06/07/19 23:15,345.0,3.6,1
375,06/07/19 23:30,345.0,3.5,1
376,06/07/19 23:45,345.0,3.6,1
377,06/08/19 00:00,345.0,3.7,1
378,06/08/19 00:15,345.0,3.4,1
379,06/08/19 00:30,345.0,3.4,1
380,06/08/19 00:45,341.0,3.6,1
381,06/08/19 01:00,345.0,3.6,1
382,06/08/19 01:15,345.0,3.8,1
383,06/08/19 01:30,345.0,3.6,1
384,06/08/19 01:45,341.0,3.7,1
385,06/08/19 02:00,345.0,3.8,1
386,06/08/19 02:15,341.0,3.9,1
387,06/08/19 02:30,341.0,3.8,1
388,06/08/19 02:45,341.0,3.8,1
389,06/08/19 03:00,341.0,3.8,1
390,06/08/19 03:15,341.0,3.7,1
391,06/08/19 03:30,345.0,3.8,1
392,06/08/19 03:45,345.0,3.7,1
393,06/08/19 04:00,345.0,3.8,1
394,06/08/19 04:15,345.0,3.9,1
395,06/08/19 04:30,345.0,3.9,1
396,06/08/19 04:45,341.0,3.9,1
397,06/08/19 05:00,341.0,3.9,1
398,06/08/19 05:15,345.0,3.8,1
399,06/08/19 05:30,341.0,4.0,1
400,06/08/19 05:45,341.0,4.1,1
401,06/08/19 06:00,341.0,3.9,1
402,06/08/19 06:15,345.0,4.0,1
403,06/08/19 06:30,341.0,3.9,1
404,06/08/19 06:45,345.0,3.8,1
405,06/08/19 07:00,341.0,3.8,1
406,06/08/19 07:15,341.0,3.6,1
407,06/08/19 07:30,341.0,3.8,1
408,06/08/19 07:45,341.0,3.8,1
409,06/08/19 08:00,341.0,3.6,1
410,06/08/19 08:15,341.0,3.6,1
411,06/08/19 08:30,341.0,3.6,1
412,06/08/19 08:45,341.0,3.6,1
413,06/08/19 09:00,341.0,3.6,1
414,06/08/19 09:15,341.0,3.7,1
415,06/08/19 09:30,341.0,3.7,1
416,06/08/19 09:45,341.0,3.5,1
417,06/08/19 10:00,341.0,3.6,1
418,06/08/19 10:15,341.0,3.6,1
419,06/08/19 10:30,341.0,3.4,1
420,06/08/19 10:45,341.0,3.6,1
421,06/08/19 11:00,341.0,3.6,1
422,06/08/19 11:15,341.0,3.5,1
423,06/08/19 11:30,341.0,3.6,1
424,06/08/19 11:45,341.0,3.5,1
425,06/08/19 12:00,341.0,3.4,1
426,06/08/19 12:15,341.0,3.6,1
427,06/08/19 12:30,341.0,3.5,1
428,06/08/19 12:45,341.0,3.5,1
429,06/08/19 13:00,341.0,3.3,1
430,06/08/19 13:15,341.0,3.4,1
431,06/08/19 13:30,341.0,3.4,1
432,06/08/19 13:45,341.0,3.3,1
433,06/08/19 14:00,341.0,3.4,1
434,06/08/19 14:15,337.0,3.4,1
435,06/08/19 14:30,337.0,3.4,1
436,06/08/19 14:45,337.0,3.4,1
437,06/08/19 15:00,337.0,3.4,1
438,06/08/19 15:15,337.0,3.4,1
439,06/08/19 15:30,337.0,3.6,1
440,06/08/19 15:45,337.0,3.8,1
441,06/08/19 16:00,341.0,3.5,1
442,06/08/19 16:15,345.0,3.5,1
443,06/08/19 16:30,345.0,3.4,1
444,06/08/19 16:45,345.0,3.7,1
445,06/08/19 17:00,348.0,3.7,1
446,06/08/19 17:15,348.0,3.6,1
447,06/08/19 17:30,348.0,3.8,1
448,06/08/19 17:45,348.0,3.8,1
449,06/08/19 18:00,348.0,3.8,1
450,06/08/19 18:15,348.0,4.0,1
451,06/08/19 18:30,348.0,4.0,1
452,06/08/19 18:45,348.0,3.9,1
453,06/08/19 19:00,348.0,3.9,1
454,06/08/19 19:15,348.0,3.9,1
455,06/08/19 19:30,348.0,3.9,1
456,06/08/19 19:45,348.0,4.4,1
457,06/08/19 20:00,348.0,4.2,1
458,06/08/19 20:30,348.0,4.2,1
459,06/08/19 20:45,345.0,4.2,1
460,06/08/19 21:00,345.0,4.1,1
461,06/08/19 21:15,345.0,4.4,1
462,06/08/19 21:30,345.0,4.3,1
463,06/08/19 21:45,345.0,4.3,1
464,06/08/19 22:00,345.0,4.4,1
465,06/08/19 22:15,345.0,4.2,1
466,06/08/19 22:30,345.0,4.3,1
467,06/08/19 22:45,345.0,4.3,1
468,06/08/19 23:00,345.0,4.5,1
469,06/08/19 23:15,345.0,4.3,1
470,06/08/19 23:30,345.0,4.4,1
471,06/08/19 23:45,345.0,4.4,1
472,06/09/19 00:00,345.0,4.6,1
473,06/09/19 00:15,345.0,4.5,1
474,06/09/19 00:30,345.0,4.3,1
475,06/09/19 00:45,345.0,4.5,1
476,06/09/19 01:00,348.0,4.5,1
477,06/09/19 01:15,348.0,4.3,1
478,06/09/19 01:30,348.0,4.5,1
479,06/09/19 01:45,348.0,4.6,1
480,06/09/19 02:00,348.0,4.8,1
481,06/09/19 02:15,348.0,4.7,1
482,06/09/19 02:30,348.0,4.6,1
483,06/09/19 02:45,348.0,4.8,1
484,06/09/19 03:00,348.0,4.6,1
485,06/09/19 03:15,348.0,4.5,1
486,06/09/19 03:30,348.0,4.8,1
487,06/09/19 03:45,348.0,4.8,1
488,06/09/19 04:00,348.0,4.8,1
489,06/09/19 04:15,348.0,4.8,1
490,06/09/19 04:30,348.0,4.6,1
491,06/09/19 04:45,348.0,4.7,1
492,06/09/19 05:00,348.0,4.6,1
493,06/09/19 05:15,348.0,4.7,1
494,06/09/19 05:30,348.0,4.6,1
495,06/09/19 05:45,348.0,4.4,1
496,06/09/19 06:00,348.0,4.4,1
497,06/09/19 06:15,348.0,4.6,1
498,06/09/19 06:30,348.0,4.4,1
499,06/09/19 06:45,348.0,4.4,1
500,06/09/19 07:00,348.0,4.3,1
501,06/09/19 07:15,348.0,4.2,1
502,06/09/19 07:30,348.0,4.2,1
503,06/09/19 07:45,348.0,4.2,1
504,06/09/19 08:00,348.0,4.0,1
505,06/09/19 08:15,348.0,3.9,1
506,06/09/19 08:30,348.0,3.7,1
507,06/09/19 08:45,348.0,3.8,1
508,06/09/19 09:00,348.0,3.6,1
509,06/09/19 09:15,348.0,3.7,1
510,06/09/19 09:30,348.0,3.6,1
511,06/09/19 09:45,348.0,3.5,1
512,06/09/19 10:00,348.0,3.6,1
513,06/09/19 10:15,348.0,3.4,1
514,06/09/19 10:30,348.0,3.4,1
515,06/09/19 10:45,348.0,3.3,1
516,06/09/19 11:00,348.0,3.4,1
517,06/09/19 11:15,348.0,3.4,1
518,06/09/19 11:30,348.0,3.4,1
519,06/09/19 11:45,348.0,3.4,1
520,06/09/19 12:00,348.0,3.4,1
521,06/09/19 12:15,348.0,3.2,1
522,06/09/19 12:30,348.0,3.4,1
523,06/09/19 12:45,345.0,3.2,1
524,06/09/19 13:00,345.0,3.3,1
525,06/09/19 13:15,345.0,3.2,1
526,06/09/19 13:30,345.0,3.1,1
527,06/09/19 13:45,345.0,3.4,1
528,06/09/19 14:00,345.0,3.2,1
529,06/09/19 14:15,345.0,3.3,1
530,06/09/19 14:30,345.0,3.3,1
531,06/09/19 14:45,345.0,3.3,1
532,06/09/19 15:00,345.0,3.4,1
533,06/09/19 15:15,345.0,3.2,1
534,06/09/19 15:30,345.0,3.4,1
535,06/09/19 15:45,345.0,3.3,1
536,06/09/19 16:00,345.0,3.4,1
537,06/09/19 16:15,341.0,3.6,1
